485,The Irishman,2019,R,209,7.90,324720,7000000
486,Un prophète,2009,A,155,7.90,93560,2084637
487,Moon,2009,R,97,7.90,335152,5009677
488,Låt den rätte komma in,2008,R,114,7.90,205609,2122065
489,District 9,2009,A,112,7.90,638202,115646235
490,The Wrestler,2008,UA,109,7.90,289415,26236603
491,Jab We Met,2007,U,138,7.90,47720,410800
492,Boyhood,2014,A,165,7.90,335533,25379975
493,"4 luni, 3 saptamâni si 2 zile",2007,,113,7.90,56625,1185783
494,Star Trek,2009,UA,127,7.90,577336,257730019
495,In Bruges,2008,R,107,7.90,390334,7757130
496,The Man from Earth,2007,,87,7.90,174125,
497,Letters from Iwo Jima,2006,UA,141,7.90,154011,13756082
498,The Fall,2006,R,117,7.90,107290,2280348
499,Life of Pi,2012,U,127,7.90,580708,124987023
500,Fantastic Mr. Fox,2009,PG,87,7.90,199696,21002919
501,C.R.A.Z.Y.,2005,,129,7.90,31476,
502,Les choristes,2004,PG-13,97,7.90,57430,3635164
503,Iron Man,2008,UA,126,7.90,939644,318412101
504,Shaun of the Dead,2004,UA,99,7.90,512249,13542874
505,Gegen die Wand,2004,R,121,7.90,51325,
506,Mystic River,2003,A,138,7.90,419420,90135191
507,Harry Potter and the Prisoner of Azkaban,2004,U,142,7.90,552493,249358727
508,Ying xiong,2002,PG-13,120,7.90,173999,53710019
509,Hable con ella,2002,R,112,7.90,104691,9284265
510,No Man''s Land,2001,R,98,7.90,44618,1059830
511,Cowboy Bebop: Tengoku no tobira,2001,U,115,7.90,42897,1000045
512,The Bourne Identity,2002,UA,119,7.90,508771,121661683
513,Nueve reinas,2000,R,114,7.90,49721,1221261
514,Children of Men,2006,A,109,7.90,465113,35552383
515,Almost Famous,2000,A,122,7.90,252586,32534850
516,Mulholland Dr.,2001,R,147,7.90,322031,7220243
517,Toy Story 2,1999,U,92,7.90,527512,245852179
518,Boogie Nights,1997,R,155,7.90,239473,26400640
519,Mimi wo sumaseba,1995,U,111,7.90,51943,
520,Once Were Warriors,1994,A,102,7.90,31590,2201126
521,True Romance,1993,R,119,7.90,206918,12281500
522,Trois couleurs: Bleu,1993,U,94,7.90,89836,1324974
523,Jûbê ninpûchô,1993,A,94,7.90,34529,
524,Carlito''s Way,1993,A,144,7.90,201000,36948322
525,Edward Scissorhands,1990,U,105,7.90,447368,56362352
526,My Left Foot: The Story of Christy Brown,1989,U,103,7.90,68076,14743391
527,Crimes and Misdemeanors,1989,PG-13,104,7.90,54670,18254702
528,The Untouchables,1987,A,119,7.90,281842,76270454
529,Hannah and Her Sisters,1986,PG-13,107,7.90,67176,40084041
530,Brazil,1985,U,132,7.90,187567,9929135
531,This Is Spinal Tap,1984,R,82,7.90,128812,188751
532,A Christmas Story,1983,U,93,7.90,132947,20605209
533,The Blues Brothers,1980,U,133,7.90,183182,57229890
534,Manhattan,1979,R,96,7.90,131436,45700000
535,All That Jazz,1979,A,123,7.90,28223,37823676
536,Dawn of the Dead,1978,A,127,7.90,111512,5100000
537,All the President''s Men,1976,U,138,7.90,103031,70600000
538,La montaña sagrada,1973,R,114,7.90,37183,61001
539,Amarcord,1973,R,123,7.90,39897,
540,Le charme discret de la bourgeoisie,1972,PG,102,7.90,38737,198809
541,"Aguirre, der Zorn Gottes",1972,,95,7.90,52397,
542,Harold and Maude,1971,PG,91,7.90,70826,
543,Patton,1970,U,172,7.90,93741,61700000
544,The Wild Bunch,1969,A,145,7.90,77401,12064472
545,Night of the Living Dead,1968,,96,7.90,116557,89029
546,The Lion in Winter,1968,PG,134,7.90,29003,22276975
547,In the Heat of the Night,1967,U,110,7.90,67804,24379978
548,Charade,1963,U,113,7.90,68689,13474588
549,The Manchurian Candidate,1962,PG-13,126,7.90,71122,
550,Spartacus,1960,A,197,7.90,124339,30000000
551,L''avventura,1960,U,144,7.90,26542,
552,Hiroshima mon amour,1959,,90,7.90,28421,88300
553,The Ten Commandments,1956,U,220,7.90,63560,93740000
554,The Searchers,1956,Passed,119,7.90,80316,
555,East of Eden,1955,U,118,7.90,40313,
556,High Noon,1952,PG,85,7.90,97222,9450000
557,Strangers on a Train,1951,A,101,7.90,123341,7630000
558,Harvey,1950,Approved,104,7.90,52573,
559,Miracle on 34th Street,1947,,96,7.90,41625,2650000
560,Notorious,1946,U,102,7.90,92306,10464000
561,The Big Sleep,1946,Passed,114,7.90,78796,6540000
562,The Lost Weekend,1945,Passed,101,7.90,33549,9460000
563,The Philadelphia Story,1940,,112,7.90,63550,
564,His Girl Friday,1940,Passed,92,7.90,53667,296000
565,The Adventures of Robin Hood,1938,PG,102,7.90,47175,3981000
566,A Night at the Opera,1935,Passed,96,7.90,30580,2537520
567,King Kong,1933,Passed,100,7.90,78991,10000000
568,Freaks,1932,,64,7.90,42117,
569,Nosferatu,1922,,94,7.90,88794,
570,The Gentlemen,2019,A,113,7.80,237392,
571,Raazi,2018,UA,138,7.80,25344,
572,Sound of Metal,2019,R,120,7.80,27187,
573,Forushande,2016,UA,124,7.80,51240,2402067
574,Dunkirk,2017,UA,106,7.80,555092,188373161
575,Perfetti sconosciuti,2016,,96,7.80,57168,
576,Hidden Figures,2016,UA,127,7.80,200876,169607287
577,Paddington 2,2017,U,103,7.80,61594,40442052
578,Udta Punjab,2016,A,148,7.80,27175,
579,Kubo and the Two Strings,2016,PG,101,7.80,118035,48023088
580,M.S. Dhoni: The Untold Story,2016,U,184,7.80,40416,1782795
581,Manchester by the Sea,2016,UA,137,7.80,246963,47695120
582,Under sandet,2015,R,100,7.80,35539,435266
583,Rogue One,2016,UA,133,7.80,556608,532177324
584,Captain America: Civil War,2016,UA,147,7.80,663649,408084349
585,The Hateful Eight,2015,A,168,7.80,517059,54117416
586,Little Women,2019,U,135,7.80,143250,108101214
587,Loving Vincent,2017,UA,94,7.80,50778,6735118
588,Pride,2014,R,119,7.80,51841,
589,Le passé,2013,PG-13,130,7.80,45002,1330596
590,La grande bellezza,2013,,141,7.80,81125,2852400
591,The Lunchbox,2013,U,104,7.80,50523,4231500
592,Vicky Donor,2012,UA,126,7.80,39710,169209
593,Big Hero 6,2014,U,102,7.80,410983,222527828
594,About Time,2013,R,123,7.80,303032,15322921
595,English Vinglish,2012,U,134,7.80,33618,1670773
596,Kaze tachinu,2013,PG-13,126,7.80,73690,5209580
597,Toy Story 4,2019,U,100,7.80,203177,434038008
598,La migliore offerta,2013,R,131,7.80,108399,85433
599,Moonrise Kingdom,2012,A,94,7.80,318789,45512466
600,How to Train Your Dragon 2,2014,U,102,7.80,305611,177002924
601,The Big Short,2015,A,130,7.80,362942,70259870
602,Kokuhaku,2010,,106,7.80,35713,
603,Ang-ma-reul bo-at-da,2010,,144,7.80,111252,128392
604,The Girl with the Dragon Tattoo,2011,R,158,7.80,423010,102515793
605,Captain Phillips,2013,UA,134,7.80,421244,107100855
606,Ajeossi,2010,R,119,7.80,62848,6460
607,Straight Outta Compton,2015,R,147,7.80,179264,161197785
608,Madeo,2009,R,129,7.80,52758,547292
609,Chugyeokja,2008,,125,7.80,58468,
610,The Hobbit: The Desolation of Smaug,2013,UA,161,7.80,601408,258366855
611,Das weiße Band - Eine deutsche Kindergeschichte,2009,UA,144,7.80,68715,2222647
612,Män som hatar kvinnor,2009,R,152,7.80,208994,10095170
613,The Trial of the Chicago 7,2020,R,129,7.80,89896,
614,Druk,2020,,117,7.80,33931,
615,The Fighter,2010,UA,116,7.80,340584,93617009
616,Taken,2008,A,90,7.80,564791,145000989
617,The Boy in the Striped Pyjamas,2008,PG-13,94,7.80,190748,9030581
618,Once,2007,R,86,7.80,110656,9439923
619,The Hobbit: An Unexpected Journey,2012,UA,169,7.80,757377,303003568
620,Auf der anderen Seite,2007,,122,7.80,30827,741283
621,Atonement,2007,R,123,7.80,251370,50927067
622,Drive,2011,A,100,7.80,571571,35061555
623,American Gangster,2007,A,157,7.80,392449,130164645
624,Avatar,2009,UA,162,7.80,1118998,760507625
625,Mr. Nobody,2009,R,141,7.80,216421,3600
626,Apocalypto,2006,A,139,7.80,291018,50866635
627,Little Miss Sunshine,2006,UA,101,7.80,439856,59891098
628,Hot Fuzz,2007,UA,121,7.80,463466,23637265
629,The Curious Case of Benja  Button,2008,UA,166,7.80,589160,127509326
630,Veer-Zaara,2004,U,192,7.80,49050,2921738
631,Adams æbler,2005,R,94,7.80,45717,1305
632,Pride & Prejudice,2005,PG,129,7.80,258924,38405088
633,The World''s Fastest Indian,2005,U,127,7.80,51980,5128124
634,Tôkyô goddofâzâzu,2003,UA,90,7.80,31658,128985
635,Serenity,2005,PG-13,119,7.80,283310,25514517
636,Walk the Line,2005,PG-13,136,7.80,234207,119519402
637,Ondskan,2003,,113,7.80,35682,15280
638,The Notebook,2004,A,123,7.80,520284,81001787
639,Diarios de motocicleta,2004,U,126,7.80,96703,16756372
640,Lilja 4-ever,2002,R,109,7.80,42673,181655
641,Les triplettes de Belleville,2003,PG-13,80,7.80,50622,7002255
642,Gongdong gyeongbi guyeok JSA,2000,,110,7.80,26518,
643,The Count of Monte Cristo,2002,PG-13,131,7.80,129022,54234062
644,Waking Life,2001,R,99,7.80,60684,2892011
645,Remember the Titans,2000,U,113,7.80,198089,115654751
646,Wo hu cang long,2000,UA,120,7.80,253228,128078872
647,Todo sobre mi madre,1999,R,101,7.80,89058,8264530
648,Cast Away,2000,UA,143,7.80,524235,233632142
649,The Boondock Saints,1999,R,108,7.80,227143,25812
650,The Insider,1999,UA,157,7.80,159886,28965197
651,October Sky,1999,PG,108,7.80,82855,32481825
652,Shrek,2001,U,90,7.80,613941,267665011
653,Titanic,1997,UA,194,7.80,1046089,659325379
654,Hana-bi,1997,,103,7.80,27712,233986
655,Gattaca,1997,UA,106,7.80,280845,12339633
656,The Game,1997,UA,129,7.80,345096,48323648
657,Breaking the Waves,1996,R,159,7.80,62428,4040691
658,Ed Wood,1994,U,127,7.80,164937,5887457
659,What''s Eating Gilbert Grape,1993,U,118,7.80,215034,9170214
660,Tombstone,1993,R,130,7.80,126871,56505065
661,The Sandlot,1993,U,101,7.80,78963,32416586
662,The Remains of the Day,1993,U,134,7.80,66065,22954968
663,Naked,1993,,132,7.80,34635,1769305
664,The Fugitive,1993,U,130,7.80,267684,183875760
665,A Bronx Tale,1993,R,121,7.80,128171,17266971
666,Batman: Mask of the Phantasm,1993,PG,76,7.80,43690,5617391
667,Lat sau san taam,1992,R,128,7.80,46700,
668,Night on Earth,1991,R,129,7.80,55362,2015810
669,La double vie de Véronique,1991,R,98,7.80,42376,1999955
670,Boyz n the Hood,1991,A,112,7.80,126082,57504069
671,Misery,1990,R,107,7.80,184740,61276872
672,Awakenings,1990,U,121,7.80,125276,52096475
673,Majo no takkyûbin,1989,U,103,7.80,124193,
674,Glory,1989,R,122,7.80,122779,26830000
675,Dip huet seung hung,1989,R,111,7.80,45624,
676,Back to the Future Part II,1989,U,108,7.80,481918,118500000
677,Mississippi Burning,1988,A,128,7.80,88214,34603943
678,Predator,1987,A,107,7.80,371387,59735548
679,Evil Dead II,1987,A,84,7.80,148359,5923044
680,Ferris Bueller''s Day Off,1986,U,103,7.80,321382,70136369
681,Down by Law,1986,R,107,7.80,47834,1436000
682,The Goonies,1985,U,114,7.80,244430,61503218
683,The Color Purple,1985,U,154,7.80,78321,98467863
684,The Breakfast Club,1985,UA,97,7.80,357026,45875171
685,The Killing Fields,1984,UA,141,7.80,51585,34700291
686,Ghostbusters,1984,UA,105,7.80,355413,238632124
687,The Right Stuff,1983,PG,193,7.80,56235,21500000
688,The King of Comedy,1982,U,109,7.80,88511,2500000
689,E.T. the Extra-Terrestrial,1982,U,115,7.80,372490,435110554
690,Kramer vs. Kramer,1979,A,105,7.80,133351,106260000
691,Days of Heaven,1978,PG,94,7.80,52852,
692,The Outlaw Josey Wales,1976,A,135,7.80,65659,31800000
693,The Man Who Would Be King,1975,PG,129,7.80,44917,
694,The Conversation,1974,U,113,7.80,98611,4420000
695,La planète sauvage,1973,U,72,7.80,25229,193817
696,The Day of the Jackal,1973,A,143,7.80,37445,16056255
697,Badlands,1973,PG,94,7.80,66009,
698,Cabaret,1972,A,124,7.80,48334,42765000
699,Willy Wonka & the Chocolate Factory,1971,U,100,7.80,178731,4000000
700,Midnight Cowboy,1969,A,113,7.80,101124,44785053
701,Wait Until Dark,1967,,108,7.80,27733,17550741
702,Guess Who''s Co g to Dinner,1967,,108,7.80,39642,56700000
703,Bonnie and Clyde,1967,A,111,7.80,102415,
704,My Fair Lady,1964,U,170,7.80,86525,72000000
705,Mary Poppins,1964,U,139,7.80,158029,102272727
706,The Longest Day,1962,G,178,7.80,52141,39100000
707,Jules et Jim,1962,,105,7.80,37605,
708,The Innocents,1961,A,100,7.80,27007,2616000
709,À bout de souffle,1960,U,90,7.80,73251,336705
710,Red River,1948,Passed,133,7.80,28167,
711,Key Largo,1948,,100,7.80,36995,
712,To Have and Have Not,1944,PG,100,7.80,31053,
713,Shadow of a Doubt,1943,PG,108,7.80,59556,
714,Stagecoach,1939,Passed,96,7.80,43621,
715,The Lady Vanishes,1938,,96,7.80,47400,
716,Bringing Up Baby,1938,Passed,102,7.80,55163,
717,Bride of Frankenstein,1935,,75,7.80,43542,4360000
718,Duck Soup,1933,,69,7.80,55581,
719,Scarface: The Shame of the Nation,1932,PG,93,7.80,25312,
720,Frankenstein,1931,Passed,70,7.80,65341,
721,Roma,2018,R,135,7.70,140375,
722,God''s Own Country,2017,,104,7.70,25198,335609
723,Deadpool 2,2018,R,119,7.70,478586,324591735
724,Wind River,2017,R,107,7.70,205444,33800859
725,Get Out,2017,R,104,7.70,492851,176040665
726,Mission: Impossible - Fallout,2018,UA,147,7.70,291257,220159104
727,En man som heter Ove,2015,PG-13,116,7.70,47444,3358518
728,What We Do in the Shadows,2014,R,86,7.70,157498,3333000
729,Omoide no Mânî,2014,U,103,7.70,32798,765127
730,The Theory of Everything,2014,U,123,7.70,404182,35893537
731,Kingsman: The Secret Service,2014,A,129,7.70,590440,128261724
732,The Fault in Our Stars,2014,UA,126,7.70,344312,124872350
733,Me and Earl and the Dying Girl,2015,PG-13,105,7.70,123210,6743776
734,Birdman or (The Unexpected Virtue of Ignorance),2014,A,119,7.70,580291,42340598
735,La vie d''Adèle,2013,A,180,7.70,138741,2199675
736,Kai po che!,2013,U,130,7.70,32628,1122527
737,The Broken Circle Breakdown,2012,,111,7.70,39379,175058
738,Captain America: The Winter Soldier,2014,UA,136,7.70,736182,259766572
739,Rockstar,2011,UA,159,7.70,39501,985912
740,Nebraska,2013,UA,115,7.70,112298,17654912
741,Wreck-It Ralph,2012,U,101,7.70,380195,189422889
742,Le Petit Prince,2015,PG,108,7.70,56720,1339152
743,Detachment,2011,,98,7.70,77071,71177
744,Midnight in Paris,2011,PG-13,96,7.70,388089,56816662
745,The Lego Movie,2014,U,100,7.70,323982,257760692
746,Gravity,2013,UA,91,7.70,769145,274092705
747,Star Trek Into Darkness,2013,UA,132,7.70,463188,228778661
748,Beasts of No Nation,2015,,137,7.70,73964,83861
749,The Social Network,2010,UA,120,7.70,624982,96962694
750,X: First Class,2011,UA,131,7.70,645512,146408305
751,The Hangover,2009,UA,100,7.70,717559,277322503
752,Skyfall,2012,UA,143,7.70,630614,304360277
753,Silver Linings Playbook,2012,A,122,7.70,661871,132092958
754,Argo,2012,A,120,7.70,572581,136025503
755,(500) Days of Summer,2009,UA,95,7.70,472242,32391374
756,Harry Potter and the Deathly Hallows: Part 1,2010,A,146,7.70,479120,295983305
757,Gake no ue no Ponyo,2008,U,101,7.70,125317,15090400
758,Frost/Nixon,2008,R,122,7.70,103330,18593156
759,Papurika,2006,U,90,7.70,71379,881302
760,Changeling,2008,R,141,7.70,239203,35739802
761,Flipped,2010,PG,90,7.70,81446,1752214
762,Toki o kakeru shôjo,2006,U,98,7.70,60368,
763,Death Note: Desu nôto,2006,,126,7.70,28630,
764,This Is England,2006,,101,7.70,115576,327919
765,Ex Machina,2014,UA,108,7.70,474141,25442958
766,Efter brylluppet,2006,R,120,7.70,32001,412544
767,The Last King of Scotland,2006,R,123,7.70,175355,17605861
768,Zodiac,2007,UA,157,7.70,466080,33080084
769,Lucky Number Slevin,2006,R,110,7.70,299524,22494487
770,Joyeux Noël,2005,PG-13,116,7.70,28003,1054361
771,Control,2007,R,122,7.70,61609,871577
772,Tangled,2010,U,100,7.70,405922,200821936
773,Zwartboek,2006,R,145,7.70,72643,4398392
774,Brokeback Mountain,2005,A,134,7.70,323103,83043761
775,3:10 to Yuma,2007,A,122,7.70,288797,53606916
776,Crash,2004,UA,112,7.70,419483,54580300
777,Kung fu,2004,UA,99,7.70,127250,17108591
778,The Bourne Supremacy,2004,A,108,7.70,434841,176241941
779,The Machinist,2004,R,101,7.70,358432,1082715
780,Ray,2004,A,152,7.70,138356,75331600
781,Lost in Translation,2003,UA,102,7.70,415074,44585453
782,Harry Potter and the Goblet of Fire,2005,UA,157,7.70,548619,290013036
783,Man on Fire,2004,UA,146,7.70,329592,77911774
784,Coraline,2009,U,100,7.70,197761,75286229
785,The Last Samurai,2003,UA,154,7.70,400049,111110575
786,The Magdalene Sisters,2002,R,114,7.70,25938,4890878
787,Good Bye Lenin!,2003,R,121,7.70,137981,4064200
788,In America,2002,PG-13,105,7.70,40403,15539266
789,I Am Sam,2001,PG-13,132,7.70,142863,40311852
790,Adaptation.,2002,R,115,7.70,178565,22245861
791,Black Hawk Down,2001,A,144,7.70,364254,108638745
792,Road to Perdition,2002,A,117,7.70,246840,104454762
793,Das Experiment,2001,R,120,7.70,90842,141072
794,Billy Elliot,2000,R,110,7.70,126770,21995263
795,Hedwig and the Angry Inch,2001,R,95,7.70,31957,3029081
796,Ocean''s Eleven,2001,UA,116,7.70,516372,183417150
797,Vampire Hunter D: Bloodlust,2000,U,103,7.70,29210,151086
798,"O Brother, Where Art Thou?",2000,U,107,7.70,286742,45512588
799,Interstate 60: Episodes of the Road,2002,R,116,7.70,29999,
800,"South Park: Bigger, Longer & Uncut",1999,A,81,7.70,192112,52037603
801,Office Space,1999,R,89,7.70,241575,10824921
802,Happiness,1998,,134,7.70,66408,2807390
803,Training Day,2001,A,122,7.70,390247,76631907
804,Rushmore,1998,UA,93,7.70,169229,17105219
805,Abre los ojos,1997,U,119,7.70,64082,368234
806,Being John Malkovich,1999,R,113,7.70,312542,22858926
807,As Good as It Gets,1997,A,139,7.70,275755,148478011
808,The Fifth Element,1997,UA,126,7.70,434125,63540020
809,Le dîner de cons,1998,PG-13,80,7.70,37424,4065116
810,Donnie Brasco,1997,A,127,7.70,279318,41909762
811,Shine,1996,U,105,7.70,51350,35811509
812,Primal Fear,1996,A,129,7.70,189716,56116183
813,Hamlet,1996,PG-13,242,7.70,35991,4414535
814,A Little Princess,1995,U,97,7.70,32236,10019307
815,Do lok tin si,1995,UA,99,7.70,26429,
816,Il postino,1994,U,108,7.70,33600,21848932
817,Clerks,1994,R,92,7.70,211450,3151130
818,Short Cuts,1993,R,188,7.70,42275,6110979
819,Philadelphia,1993,UA,125,7.70,224169,77324422
820,The Muppet Christmas Carol,1992,G,85,7.70,50298,27281507
821,Malcolm X,1992,U,202,7.70,85819,48169908
822,The Last of the Mohicans,1992,UA,112,7.70,150409,75505856
823,Kurenai no buta,1992,U,94,7.70,77798,
824,Glengarry Glen Ross,1992,R,100,7.70,95826,10725228
825,A Few Good Men,1992,U,138,7.70,235388,141340178
826,Fried Green Tomatoes,1991,PG-13,130,7.70,66941,82418501
827,Barton Fink,1991,U,116,7.70,113240,6153939
828,Miller''s Crossing,1990,R,115,7.70,125822,5080409
829,Who Framed Roger Rabbit,1988,U,104,7.70,182009,156452370
830,Spoorloos,1988,,107,7.70,33982,
831,Withnail & I,1987,R,107,7.70,40396,1544889
832,The Last Emperor,1987,U,163,7.70,94326,43984230
833,Empire of the Sun,1987,U,153,7.70,115677,22238696
834,Der Name der Rose,1986,R,130,7.70,102031,7153487
835,Blue Velvet,1986,A,120,7.70,181285,8551228
836,The Purple Rose of Cairo,1985,U,82,7.70,47102,10631333
837,After Hours,1985,UA,97,7.70,59635,10600000
838,Zelig,1983,PG,79,7.70,39881,11798616
839,The Verdict,1982,U,129,7.70,36096,54000000
840,Star Trek II: The Wrath of Khan,1982,U,113,7.70,112704,78912963
841,First Blood,1982,A,93,7.70,226541,47212904
842,Ordinary People,1980,U,124,7.70,47099,54800000
843,Airplane!,1980,U,88,7.70,214882,83400000
844,Rupan sansei: Kariosutoro no shiro,1979,U,100,7.70,27014,
845,Halloween,1978,A,91,7.70,233106,47000000
846,Le locataire,1976,R,126,7.70,39889,1924733
847,Love and Death,1975,PG,85,7.70,36037,
848,The Taking of Pelham One Two Three,1974,U,104,7.70,26729,
849,Blazing Saddles,1974,A,93,7.70,125993,119500000
850,Serpico,1973,A,130,7.70,109941,29800000
851,Enter the Dragon,1973,A,102,7.70,96561,25000000
852,Deliverance,1972,U,109,7.70,98740,7056013
853,The French Connection,1971,A,104,7.70,110075,15630710
854,Dirty Harry,1971,A,102,7.70,143292,35900000
855,Where Eagles Dare,1968,U,158,7.70,51913,
856,The Odd Couple,1968,G,105,7.70,31572,44527234
857,The Dirty Dozen,1967,,150,7.70,67183,45300000
858,Belle de jour,1967,A,100,7.70,40274,26331
859,A Man for All Seasons,1966,U,120,7.70,31222,28350000
860,Repulsion,1965,,105,7.70,48883,
861,Zulu,1964,U,138,7.70,35999,
862,Goldfinger,1964,A,110,7.70,174119,51081062
863,The Birds,1963,A,119,7.70,171739,11403529
864,Cape Fear,1962,Passed,106,7.70,26457,
865,Peeping Tom,1960,,101,7.70,31354,83957
866,The Magnificent Seven,1960,Approved,128,7.70,87719,4905000
867,Les yeux sans visage,1960,,90,7.70,27620,52709
868,Invasion of the Body Snatchers,1956,Approved,80,7.70,44839,
869,Rebel Without a Cause,1955,PG-13,111,7.70,83363,
870,The Ladykillers,1955,,91,7.70,26464,
871,Sabrina,1954,Passed,113,7.70,59415,
872,The Quiet Man,1952,Passed,129,7.70,34677,10550000
873,The Day the Earth Stood Still,1951,U,92,7.70,76315,
874,The African Queen,1951,PG,105,7.70,71481,536118
875,Gilda,1946,Approved,110,7.70,27991,
876,Fantasia,1940,G,125,7.70,88662,76408097
877,The Invisible Man,1933,TV-PG,71,7.70,30683,
878,Dark Waters,2019,PG-13,126,7.60,60408,
879,Searching,2018,U/A,102,7.60,140840,26020957
880,Once Upon a Time... in Hollywood,2019,A,161,7.60,551309,142502728
881,Nelyubov,2017,R,127,7.60,29765,566356
882,The Florida Project,2017,A,111,7.60,95181,5904366
883,Just Mercy,2019,A,137,7.60,46739,
884,Gifted,2017,PG-13,101,7.60,99643,24801212
885,The Peanut Butter Falcon,2019,PG-13,97,7.60,66346,13122642
886,Victoria,2015,,138,7.60,52903,
887,Mustang,2015,PG-13,97,7.60,35785,845464
888,Guardians of the Galaxy Vol. 2,2017,UA,136,7.60,569974,389813101
889,Baby Driver,2017,UA,113,7.60,439406,107825862
890,Only the Brave,2017,UA,134,7.60,58371,18340051
891,Bridge of Spies,2015,UA,142,7.60,287659,72313754
892,Incredibles 2,2018,UA,118,7.60,250057,608581744
893,Moana,2016,U,107,7.60,272784,248757044
894,Sicario,2015,A,121,7.60,371291,46889293
895,Creed,2015,A,133,7.60,247666,109767581
896,Leviafan,2014,R,140,7.60,49397,1092800
897,Hell or High Water,2016,R,102,7.60,204175,26862450
898,Philomena,2013,PG-13,98,7.60,94212,37707719
899,Dawn of the Planet of the Apes,2014,UA,130,7.60,411599,208545589
900,El cuerpo,2012,,112,7.60,57549,
901,Serbuan maut,2011,A,101,7.60,190531,4105123
902,End of Watch,2012,A,109,7.60,228132,41003371
903,Kari-gurashi no Arietti,2010,U,94,7.60,80939,19202743
904,A Star Is Born,2018,UA,136,7.60,334312,215288866
905,True Grit,2010,PG-13,110,7.60,311822,171243005
906,Hævnen,2010,R,118,7.60,38491,1008098
907,Despicable Me,2010,U,95,7.60,500851,251513985
908,50/50,2011,R,100,7.60,315426,35014192
909,Kick-Ass,2010,UA,117,7.60,524081,48071303
910,Celda 211,2009,,113,7.60,63882,
911,Moneyball,2011,PG-13,133,7.60,369529,75605492
912,La piel que habito,2011,R,120,7.60,138959,3185812
913,Zombieland,2009,A,88,7.60,520041,75590286
914,Die Welle,2008,,107,7.60,102742,
915,Sherlock Holmes,2009,PG-13,128,7.60,583158,209028679
916,The Blind Side,2009,UA,129,7.60,293266,255959475
917,The Visitor,2007,PG-13,104,7.60,41544,9422422
918,Seven Pounds,2008,UA,123,7.60,286770,69951824
919,Eastern Promises,2007,R,100,7.60,227760,17114882
920,Stardust,2007,U,127,7.60,255036,38634938
921,The Secret of Kells,2009,,71,7.60,31779,686383
922,Inside Man,2006,R,129,7.60,339757,88513495
923,Gone Baby Gone,2007,R,114,7.60,250590,20300218
924,La Vie En Rose,2007,PG-13,140,7.60,82781,10301706
925,Huo Yuan Jia,2006,PG-13,104,7.60,72863,24633730
926,The Illusionist,2006,U,110,7.60,354728,39868642
927,Dead Man''s Shoes,2004,,90,7.60,49728,6013
928,Harry Potter and the Half-Blood Prince,2009,UA,153,7.60,474827,301959197
929,300,2006,A,117,7.60,732876,210614939
930,Match Point,2005,R,124,7.60,206294,23089926
931,Watchmen,2009,A,162,7.60,500799,107509799
932,Lord of War,2005,R,122,7.60,294140,24149632
933,Saw,2004,UA,103,7.60,379020,56000369
934,"Synecdoche, New York",2008,R,124,7.60,83158,3081925
935,Mysterious Skin,2004,R,105,7.60,65939,697181
936,Jeux d''enfants,2003,R,93,7.60,67360,548707
937,Un long dimanche de fiançailles,2004,U,133,7.60,70925,6167817
938,The Station Agent,2003,R,89,7.60,67370,5739376
939,21 Grams,2003,UA,124,7.60,224545,16290476
940,Boksuneun naui geot,2002,R,129,7.60,62659,45289
941,Finding Neverland,2004,U,106,7.60,198677,51680613
942,25th Hour,2002,R,135,7.60,169708,13060843
943,The Butterfly Effect,2004,U,113,7.60,451479,57938693
944,28 Days Later...,2002,A,113,7.60,376853,45064915
945,Batoru rowaiaru,2000,,114,7.60,169091,
946,The Royal Tenenbaums,2001,A,110,7.60,266842,52364010
947,Y tu mamá también,2001,A,106,7.60,115827,13622333
948,Harry Potter and the Sorcerer''s Stone,2001,U,152,7.60,658185,317575550
949,The Others,2001,PG-13,101,7.60,337651,96522687
950,Blow,2001,R,124,7.60,240714,52990775
951,Enemy at the Gates,2001,A,131,7.60,243729,51401758
952,Minority Report,2002,A,145,7.60,508417,132072926
953,The Hurricane,1999,R,146,7.60,91557,50668906
954,American Psycho,2000,A,101,7.60,490062,15070285
955,Lola rennt,1998,UA,81,7.60,188317,7267585
956,The Thin Red Line,1998,A,170,7.60,172710,36400491
957,Mulan,1998,U,88,7.60,256906,120620254
958,Fear and Loathing in Las Vegas,1998,R,118,7.60,259753,10680275
959,Funny Games,1997,A,108,7.60,65058,
960,Dark City,1998,A,100,7.60,187927,14378331
961,Sleepers,1996,UA,147,7.60,186734,49100000
962,Lost Highway,1997,A,134,7.60,131101,3796699
963,Sense and Sensibility,1995,U,136,7.60,102598,43182776
964,Die Hard: With a Vengeance,1995,A,128,7.60,364420,100012499
965,Dead Man,1995,R,121,7.60,90442,1037847
966,The Bridges of Madison County,1995,A,135,7.60,73172,71516617
967,Apollo 13,1995,U,140,7.60,269197,173837933
968,Trois couleurs: Blanc,1994,U,92,7.60,64390,1464625
969,Falling Down,1993,R,113,7.60,171640,40903593
970,Dazed and Confused,1993,U,102,7.60,165465,7993039
971,My Cousin Vinny,1992,UA,120,7.60,107325,52929168
972,Omohide poro poro,1991,U,118,7.60,27071,453243
973,Delicatessen,1991,R,99,7.60,80487,1794187
974,Home Alone,1990,U,103,7.60,488817,285761243
975,The Godfather: Part III,1990,A,162,7.60,359809,66666062
