154,Rang De Basanti,2006,UA,167,8.20,111937,2197331
155,Black,2005,U,122,8.20,33354,733094
156,Batman Begins,2005,UA,140,8.20,1308302,206852432
157,"Swades: We, the People",2004,U,210,8.20,83005,1223240
158,Der Untergang,2004,R,156,8.20,331308,5509040
159,Hauru no ugoku shiro,2004,U,119,8.20,333915,4711096
160,A Beautiful Mind,2001,UA,135,8.20,848920,170742341
161,Hera Pheri,2000,U,156,8.20,57057,
162,"Lock, Stock and Two Smoking Barrels",1998,A,107,8.20,535216,3897569
163,L.A. Confidential,1997,A,138,8.20,531967,64616940
164,Eskiya,1996,,128,8.20,64118,
165,Heat,1995,A,170,8.20,577113,67436818
166,Casino,1995,A,178,8.20,466276,42438300
167,Andaz Apna Apna,1994,U,160,8.20,49300,
168,Unforgiven,1992,A,130,8.20,375935,101157447
169,Indiana Jones and the Last Crusade,1989,U,127,8.20,692366,197171806
170,Dom za vesanje,1988,R,142,8.20,26402,280015
171,Tonari no Totoro,1988,U,86,8.20,291180,1105564
172,Die Hard,1988,A,132,8.20,793164,83008852
173,Ran,1985,U,162,8.20,112505,4135750
174,Raging Bull,1980,A,129,8.20,321860,23383987
175,Stalker,1979,U,162,8.20,116945,234723
176,Höstsonaten,1978,U,99,8.20,26875,
177,The Message,1976,PG,177,8.20,43885,
178,Sholay,1975,U,204,8.20,51284,
179,Monty Python and the Holy Grail,1975,PG,91,8.20,500875,1229197
180,The Great Escape,1963,U,172,8.20,224730,12100000
181,To Kill a Mockingbird,1962,U,129,8.20,293811,
182,Yôjinbô,1961,,110,8.20,111244,
183,Judgment at Nuremberg,1961,A,179,8.20,69458,
184,Some Like It Hot,1959,U,121,8.20,243943,25000000
185,Smultronstället,1957,U,91,8.20,96381,
186,Det sjunde inseglet,1957,A,96,8.20,164939,
187,Du rififi chez les hommes,1955,,118,8.20,28810,57226
188,Dial M for Murder,1954,A,105,8.20,158335,12562
189,Tôkyô monogatari,1953,U,136,8.20,53153,
190,Rashômon,1950,,88,8.20,152572,96568
191,All About Eve,1950,Passed,138,8.20,120539,10177
192,The Treasure of the Sierra Madre,1948,Passed,126,8.20,114304,5014000
193,To Be or Not to Be,1942,Passed,99,8.20,29915,
194,The Gold Rush,1925,Passed,95,8.20,101053,5450000
195,Sherlock Jr.,1924,Passed,45,8.20,41985,977375
196,Portrait de la jeune fille en feu,2019,R,122,8.10,63134,3759854
197,Pink,2016,UA,136,8.10,39216,1241223
198,Koe no katachi,2016,16,130,8.10,47708,
199,Contratiempo,2016,TV-MA,106,8.10,141516,
200,Ah-ga-ssi,2016,A,145,8.10,113649,2006788
201,Mommy,2014,R,139,8.10,50700,3492754
202,Haider,2014,UA,160,8.10,50445,901610
203,Logan,2017,A,137,8.10,647884,226277068
204,Room,2015,R,118,8.10,371538,14677674
205,Relatos salvajes,2014,R,122,8.10,177059,3107072
206,Soul,2020,U,100,8.10,159171,
207,Kis Uykusu,2014,,196,8.10,46547,165520
208,PK,2014,UA,153,8.10,163061,10616104
209,OMG: Oh My God!,2012,U,125,8.10,51739,923221
210,The Grand Budapest Hotel,2014,UA,99,8.10,707630,59100318
211,Gone Girl,2014,A,149,8.10,859695,167767189
212,Ôkami kodomo no Ame to Yuki,2012,U,117,8.10,38803,
213,Hacksaw Ridge,2016,A,139,8.10,435928,67209615
214,Inside Out,2015,U,95,8.10,616228,356461711
215,Barfi!,2012,U,151,8.10,75721,2804874
216,12 Years a Slave,2013,A,134,8.10,640533,56671993
217,Rush,2013,UA,123,8.10,432811,26947624
218,Ford v Ferrari,2019,UA,152,8.10,291289,117624028
219,Spotlight,2015,A,129,8.10,420316,45055776
220,Song of the Sea,2014,PG,93,8.10,51679,857524
221,Kahaani,2012,UA,122,8.10,57806,1035953
222,Zindagi Na Milegi Dobara,2011,U,155,8.10,67927,3108485
223,Prisoners,2013,A,153,8.10,601149,61002302
224,Mad Max: Fury Road,2015,UA,120,8.10,882316,154058340
225,A Wednesday,2008,UA,104,8.10,73891,
226,Gran Torino,2008,R,116,8.10,720450,148095302
227,Harry Potter and the Deathly Hallows: Part 2,2011,UA,130,8.10,764493,381011219
228,Okuribito,2008,PG-13,130,8.10,48582,1498210
229,Hachi: A Dog''s Tale,2009,G,93,8.10,253575,
230,Mary and Max,2009,,92,8.10,164462,
231,How to Train Your Dragon,2010,U,98,8.10,666773,217581231
232,Into the Wild,2007,R,148,8.10,572921,18354356
233,No Country for Old Men,2007,R,122,8.10,856916,74283625
234,Lage Raho Munna Bhai,2006,U,144,8.10,43137,2217561
235,Million Dollar Baby,2004,UA,132,8.10,635975,100492203
236,Hotel Rwanda,2004,PG-13,121,8.10,334320,23530892
237,Taegukgi hwinalrimyeo,2004,R,140,8.10,37820,1111061
238,Before Sunset,2004,R,80,8.10,236311,5820649
239,Munna Bhai M.B.B.S.,2003,U,156,8.10,73992,
240,Salinui chueok,2003,UA,131,8.10,139558,14131
241,Dil Chahta Hai,2001,Unrated,183,8.10,66803,300000
242,Kill Bill: Vol. 1,2003,R,111,8.10,1000639,70099045
243,Finding Nemo,2003,U,100,8.10,949565,380843261
244,Catch Me If You Can,2002,A,141,8.10,832846,164615351
245,Amores perros,2000,A,154,8.10,223741,5383834
246,"Monsters, Inc.",2001,U,92,8.10,815505,289916256
247,"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",1997,UA,87,8.10,38847,
248,Lagaan: Once Upon a Time in India,2001,U,224,8.10,105036,70147
249,The Sixth Sense,1999,A,107,8.10,911573,293506292
250,La leggenda del pianista sull''oceano,1998,U,169,8.10,59020,259127
251,The Truman Show,1998,U,103,8.10,939631,125618201
252,"Crna macka, beli macor",1998,R,127,8.10,50862,348660
253,The Big Lebowski,1998,R,117,8.10,732620,17498804
254,Fa yeung nin wah,2000,U,98,8.10,124383,2734044
255,Trainspotting,1996,A,93,8.10,634716,16501785
256,Fargo,1996,A,98,8.10,617444,24611975
257,Underground,1995,,170,8.10,55220,171082
258,La haine,1995,UA,98,8.10,150345,309811
259,Dilwale Dulhania Le Jayenge,1995,U,189,8.10,63516,
260,Before Sunrise,1995,R,101,8.10,272291,5535405
261,Trois couleurs: Rouge,1994,U,99,8.10,90729,4043686
262,Chung Hing sam lam,1994,U,102,8.10,63122,600200
263,Jurassic Park,1993,UA,127,8.10,867615,402453882
264,In the Name of the Father,1993,UA,133,8.10,156842,25010410
265,Ba wang bie ji,1993,R,171,8.10,25088,5216888
266,Dà hóng denglong gaogao guà,1991,PG,125,8.10,29662,2603061
267,Dead Poets Society,1989,U,128,8.10,425457,95860116
268,Stand by Me,1986,U,89,8.10,363401,52287414
269,Platoon,1986,A,120,8.10,381222,138530565
270,"Paris, Texas",1984,U,145,8.10,91188,2181987
271,Kaze no tani no Naushika,1984,U,117,8.10,150924,495770
272,The Thing,1982,A,109,8.10,371271,13782838
273,Pink Floyd: The Wall,1982,UA,95,8.10,76081,22244207
274,Fitzcarraldo,1982,R,158,8.10,31595,
275,Fanny och Alexander,1982,A,188,8.10,57784,4971340
276,Blade Runner,1982,UA,117,8.10,693827,32868943
277,The Elephant Man,1980,UA,124,8.10,220078,
278,Life of Brian,1979,R,94,8.10,367250,20045115
279,The Deer Hunter,1978,A,183,8.10,311361,48979328
280,Rocky,1976,U,120,8.10,518546,117235247
281,Network,1976,UA,121,8.10,144911,
282,Barry Lyndon,1975,PG,185,8.10,149843,
283,Zerkalo,1975,G,107,8.10,40081,177345
284,Chinatown,1974,UA,130,8.10,294230,29000000
285,Paper Moon,1973,U,102,8.10,42285,30933743
286,Viskningar och rop,1972,A,91,8.10,30206,1742348
287,Solaris,1972,PG,167,8.10,81021,
288,Le samouraï,1967,GP,105,8.10,45434,39481
289,Cool Hand Luke,1967,A,127,8.10,161984,16217773
290,Persona,1966,,85,8.10,103191,
291,Andrei Rublev,1966,R,205,8.10,46947,102021
292,La battaglia di Algeri,1966,,121,8.10,53089,55908
293,El ángel exter ador,1962,,95,8.10,29682,
294,What Ever Happened to Baby Jane?,1962,Passed,134,8.10,50058,4050000
295,Sanjuro,1962,U,96,8.10,33044,
296,The Man Who Shot Liberty Valance,1962,,123,8.10,68827,
297,Ivanovo detstvo,1962,,95,8.10,31728,
298,Jungfrukällan,1960,A,89,8.10,26697,1526000
299,Inherit the Wind,1960,Passed,128,8.10,27254,
300,Les quatre cents coups,1959,,99,8.10,105291,
301,Ben-Hur,1959,U,212,8.10,219466,74700000
302,Kakushi-toride no san-akunin,1958,,139,8.10,34797,
303,Le notti di Cabiria,1957,,110,8.10,42940,752045
304,Kumonosu-jô,1957,,110,8.10,46678,
305,The Bridge on the River Kwai,1957,PG,161,8.10,203463,44908000
306,On the Waterfront,1954,A,108,8.10,142107,9600000
307,Le salaire de la peur,1953,U,131,8.10,54588,
308,Ace in the Hole,1951,Approved,111,8.10,31568,3969893
309,White Heat,1949,,114,8.10,29807,
310,The Third Man,1949,Approved,104,8.10,158731,449191
311,The Red Shoes,1948,,135,8.10,30935,10900000
312,The Shop Around the Corner,1940,,99,8.10,28450,203300
313,Rebecca,1940,Approved,130,8.10,123942,4360000
314,Mr. Smith Goes to Washington,1939,Passed,129,8.10,107017,9600000
315,Gone with the Wind,1939,U,238,8.10,290074,198676459
316,La Grande Illusion,1937,,113,8.10,33829,172885
317,It Happened One Night,1934,Approved,105,8.10,94016,4360000
318,La passion de Jeanne d''Arc,1928,Passed,110,8.10,47676,21877
319,The Circus,1928,Passed,72,8.10,30205,
320,Sunrise: A Song of Two Humans,1927,Passed,94,8.10,46865,539540
321,The General,1926,Passed,67,8.10,81156,1033895
322,Das Cabinet des Dr. Caligari,1920,,76,8.10,57428,
323,Badhaai ho,2018,UA,124,8.00,27978,
324,Togo,2019,U,113,8.00,37556,
325,Airlift,2016,UA,130,8.00,52897,
326,Bajrangi Bhaijaan,2015,UA,163,8.00,72245,8178001
327,Baby,2015,UA,159,8.00,52848,
328,La La Land,2016,A,128,8.00,505918,151101803
329,Lion,2016,U,118,8.00,213970,51739495
330,The Martian,2015,UA,144,8.00,760094,228433663
331,Zootopia,2016,U,108,8.00,434143,341268248
332,Bãhubali: The Beginning,2015,UA,159,8.00,102972,6738000
333,Kaguyahime no monogatari,2013,U,137,8.00,38746,1506975
334,Wonder,2017,U,113,8.00,141923,132422809
335,Gully Boy,2019,UA,154,8.00,31886,5566534
336,Special Chabbis,2013,UA,144,8.00,51069,1079369
337,Short Term 12,2013,R,96,8.00,81770,1010414
338,Serbuan maut 2: Berandal,2014,A,150,8.00,114316,2625803
339,The Imitation Game,2014,UA,114,8.00,685201,91125683
340,Guardians of the Galaxy,2014,UA,121,8.00,1043455,333176600
341,Blade Runner 2049,2017,UA,164,8.00,461823,92054159
342,Her,2013,A,126,8.00,540772,25568251
343,Bohemian Rhapsody,2018,UA,134,8.00,450349,216428042
344,The Revenant,2015,A,156,8.00,705589,183637894
345,The Perks of Being a Wallflower,2012,UA,103,8.00,462252,17738570
346,Tropa de Elite 2: O Inimigo Agora é Outro,2010,,115,8.00,79200,100119
347,The King''s Speech,2010,U,118,8.00,639603,138797449
348,The Help,2011,UA,146,8.00,428521,169708112
349,Deadpool,2016,R,108,8.00,902669,363070709
350,Darbareye Elly,2009,TV-PG,119,8.00,45803,106662
351,Dev.D,2009,A,144,8.00,28749,10950
352,Yip Man,2008,R,106,8.00,211427,
353,My Name Is Khan,2010,UA,165,8.00,98575,4018695
354,Nefes: Vatan Sagolsun,2009,,128,8.00,31838,
355,Slumdog Millionaire,2008,UA,120,8.00,798882,141319928
356,Black Swan,2010,A,108,8.00,699673,106954678
357,Tropa de Elite,2007,R,115,8.00,98097,8060
358,The Avengers,2012,UA,143,8.00,1260806,623279547
359,Persepolis,2007,PG-13,96,8.00,88656,4445756
360,Dallas Buyers Club,2013,R,117,8.00,441614,27298285
361,The Pursuit of Happyness,2006,U,117,8.00,448930,163566459
362,Blood Diamond,2006,A,143,8.00,499439,57366262
363,The Bourne Ultimatum,2007,UA,115,8.00,604694,227471070
364,Bin-jip,2004,U,88,8.00,50610,238507
365,Sin City,2005,A,124,8.00,738512,74103820
366,Le scaphandre et le papillon,2007,PG-13,112,8.00,103284,5990075
367,G.O.R.A.,2004,,127,8.00,56960,
368,Ratatouille,2007,U,111,8.00,641645,206445654
369,Casino Royale,2006,PG-13,144,8.00,582239,167445960
370,Kill Bill: Vol. 2,2004,A,137,8.00,683900,66208183
371,Vozvrashchenie,2003,,110,8.00,42399,502028
372,Bom Yeoareum Gaeul Gyeoul Geurigo Bom,2003,R,103,8.00,77520,2380788
373,Mar adentro,2014,U,126,8.00,77554,2086345
374,Cinderella Man,2005,UA,144,8.00,176151,61649911
375,Kal Ho Naa Ho,2003,U,186,8.00,63460,1787378
376,Mou gaan dou,2002,UA,101,8.00,117857,169659
377,Pirates of the Caribbean: The Curse of the Black Pearl,2003,UA,143,8.00,1015122,305413918
378,Big Fish,2003,U,125,8.00,415218,66257002
379,The Incredibles,2004,U,115,8.00,657047,261441092
380,Yeopgijeogin geunyeo,2001,,137,8.00,45403,
381,Dogville,2003,R,178,8.00,137963,1530386
382,Vizontele,2001,,110,8.00,33592,
383,Donnie Darko,2001,R,113,8.00,740086,1480006
384,Magnolia,1999,R,188,8.00,289742,22455976
385,Dancer in the Dark,2000,U,140,8.00,102285,4184036
386,The Straight Story,1999,U,112,8.00,82002,6203044
387,Pâfekuto burû,1997,A,81,8.00,58192,776665
388,Festen,1998,R,105,8.00,78341,1647780
389,Central do Brasil,1998,R,110,8.00,36419,5595428
390,The Iron Giant,1999,PG,86,8.00,172083,23159305
391,Knockin'' on Heaven''s Door,1997,,87,8.00,27721,3296
392,Sling Blade,1996,R,135,8.00,86838,24475416
393,Secrets & Lies,1996,U,136,8.00,37564,13417292
394,Twelve Monkeys,1995,A,129,8.00,578443,57141459
395,Kôkaku Kidôtai,1995,UA,83,8.00,129231,515905
396,The Nightmare Before Christmas,1993,U,76,8.00,300208,75082668
397,Groundhog Day,1993,U,101,8.00,577991,70906973
398,Bound by Honor,1993,R,180,8.00,28825,4496583
399,Scent of a Woman,1992,UA,156,8.00,263918,63895607
400,Aladdin,1992,U,90,8.00,373845,217350219
401,JFK,1991,UA,189,8.00,142110,70405498
402,Beauty and the Beast,1991,G,84,8.00,417178,218967620
403,Dances with Wolves,1990,U,181,8.00,240266,184208848
404,Do the Right Thing,1989,R,120,8.00,89429,27545445
405,Rain Man,1988,U,133,8.00,473064,178800000
406,Akira,1988,UA,124,8.00,164918,553171
407,The Princess Bride,1987,U,98,8.00,393899,30857814
408,Der Himmel über Berlin,1987,U,128,8.00,64722,3333969
409,Au revoir les enfants,1987,U,104,8.00,31163,4542825
410,Tenkû no shiro Rapyuta,1986,U,125,8.00,150140,
411,Terminator 2: Judgment Day,1984,UA,107,8.00,799795,38400000
412,Gandhi,1982,U,191,8.00,217664,52767889
413,Kagemusha,1980,U,180,8.00,32195,
414,Being There,1979,PG,130,8.00,65625,30177511
415,Annie Hall,1977,A,93,8.00,251823,39200000
416,Jaws,1975,A,124,8.00,543388,260000000
417,Dog Day Afternoon,1975,U,125,8.00,235652,50000000
418,Young Frankenstein,1974,A,106,8.00,143359,86300000
419,Papillon,1973,R,151,8.00,121627,53267000
420,The Exorcist,1973,A,122,8.00,362393,232906145
421,Sleuth,1972,PG,138,8.00,44748,4081254
422,The Last Picture Show,1971,R,118,8.00,42456,29133000
423,Fiddler on the Roof,1971,G,181,8.00,39491,80500000
424,Il conformista,1970,UA,113,8.00,27067,541940
425,Butch Cassidy and the Sundance Kid,1969,PG,110,8.00,201888,102308889
426,Rosemary''s Baby,1968,A,137,8.00,193674,
427,Planet of the Apes,1968,U,112,8.00,165167,33395426
428,The Graduate,1967,A,106,8.00,253676,104945305
429,Who''s Afraid of Virginia Woolf?,1966,A,131,8.00,68926,
430,The Sound of Music,1965,U,172,8.00,205425,163214286
431,Doctor Zhivago,1965,A,197,8.00,69903,111722000
432,Per un pugno di dollari,1964,A,99,8.00,198219,14500000
433,8½,1963,,138,8.00,108844,50690
434,Vivre sa vie: Film en douze tableaux,1962,,80,8.00,28057,
435,The Hustler,1961,A,134,8.00,75067,8284000
436,La dolce vita,1960,A,174,8.00,66621,19516000
437,Rio Bravo,1959,Passed,141,8.00,56305,12535000
438,Anatomy of a Murder,1959,,161,8.00,59847,11900000
439,Touch of Evil,1958,PG-13,95,8.00,98431,2237659
440,Cat on a Hot Tin Roof,1958,A,108,8.00,45062,17570324
441,Sweet Smell of Success,1957,Approved,96,8.00,28137,
442,The Killing,1956,Approved,84,8.00,81702,
443,The Night of the Hunter,1955,,92,8.00,81980,654000
444,La Strada,1954,,108,8.00,58314,
445,Les diaboliques,1955,,117,8.00,61503,
446,Stalag 17,1953,,120,8.00,51046,
447,Roman Holiday,1953,,118,8.00,127256,
448,A Streetcar Named Desire,1951,A,122,8.00,99182,8000000
449,In a Lonely Place,1950,,94,8.00,26784,
450,Kind Hearts and Coronets,1949,U,106,8.00,34485,
451,Rope,1948,A,80,8.00,129783,
452,Out of the Past,1947,,97,8.00,32784,
453,Brief Encounter,1945,U,86,8.00,35601,
454,Laura,1944,Passed,88,8.00,42725,4360000
455,The Best Years of Our Lives,1946,Approved,170,8.00,57259,23650000
456,Arsenic and Old Lace,1942,,118,8.00,65101,
457,The Maltese Falcon,1941,,100,8.00,148928,2108060
458,The Grapes of Wrath,1940,Passed,129,8.00,85559,55000
459,The Wizard of Oz,1939,U,102,8.00,371379,2076020
460,La règle du jeu,1939,,110,8.00,26725,
461,The Thin Man,1934,TV-PG,91,8.00,26642,
462,All Quiet on the Western Front,1930,U,152,8.00,57318,3270000
463,Bronenosets Potemkin,1925,,75,8.00,53054,50970
464,Knives Out,2019,UA,130,7.90,454203,165359751
465,Dil Bechara,2020,UA,101,7.90,111478,
466,Manbiki kazoku,2018,A,121,7.90,62754,3313513
467,Marriage Story,2019,U,137,7.90,246644,2000000
468,Call Me by Your Name,2017,UA,132,7.90,212651,18095701
469,"I, Daniel Blake",2016,UA,100,7.90,53818,258168
470,Isle of Dogs,2018,U,101,7.90,139114,32015231
471,Hunt for the Wilderpeople,2016,UA,101,7.90,111483,5202582
472,Captain Fantastic,2016,R,118,7.90,189400,5875006
473,Sing Street,2016,PG-13,106,7.90,85109,3237118
474,Thor: Ragnarok,2017,UA,130,7.90,587775,315058289
475,Nightcrawler,2014,A,117,7.90,466134,32381218
476,Jojo Rabbit,2019,UA,108,7.90,297918,349555
477,Arrival,2016,UA,116,7.90,594181,100546139
478,Star Wars: Episode VII - The Force Awakens,2015,U,138,7.90,860823,936662225
479,Before Midnight,2013,R,109,7.90,141457,8114627
480,X-Men: Days of Future Past,2014,UA,132,7.90,659763,233921534
481,Bir Zamanlar Anadolu''da,2011,,157,7.90,41995,138730
482,The Artist,2011,U,100,7.90,230624,44671682
483,Edge of Tomorrow,2014,UA,113,7.90,600004,100206256
484,Amour,2012,UA,127,7.90,93090,6739492
